timestamp_s,cam_pitch_rad,cam_yaw_rad,laser_pitch_rad,laser_yaw_rad,laser_dx_m,laser_dy_m,imu_omega_x_rad_s,imu_omega_y_rad_s,imu_omega_z_rad_s,throttle_pitch,throttle_yaw
163.1503,-0.03431,-0.01958,-0.00084,0.00076,-0.00097,0.00107,-0.01961,-0.00808,0.00432,0.72,0.54
163.2525,-0.03443,-0.01962,-0.00073,0.00079,-0.00101,0.00092,-0.01855,-0.01180,0.00325,0.71,0.54
163.3540,-0.03453,-0.01966,-0.00062,0.00084,-0.00107,0.00079,-0.01854,-0.00914,0.00272,0.72,0.54
163.4544,-0.03463,-0.01959,-0.00052,0.00076,-0.00097,0.00067,-0.01747,-0.00807,0.00272,0.72,0.54
163.5549,-0.03431,-0.01962,-0.00085,0.00080,-0.00101,0.00107,-0.01799,-0.00754,0.00112,0.72,0.54
163.6552,-0.03401,-0.01964,-0.00114,0.00081,-0.00104,0.00145,-0.01692,-0.00860,0.00591,0.72,0.54
163.7555,-0.03412,-0.01971,-0.00103,0.00088,-0.00113,0.00131,-0.01692,-0.01232,0.00218,0.72,0.54
163.8582,-0.03421,-0.01961,-0.00095,0.00079,-0.00100,0.00120,-0.01584,-0.01072,-0.00048,0.72,0.55
163.9587,-0.03416,-0.01969,-0.00100,0.00087,-0.00110,0.00127,-0.01796,-0.01071,0.00590,0.72,0.54
164.0601,-0.03429,-0.01986,-0.00087,0.00104,-0.00132,0.00110,-0.01742,-0.01018,0.00165,0.72,0.54
164.1613,-0.03446,-0.01968,-0.00070,0.00085,-0.00108,0.00089,-0.01742,-0.01018,0.00165,0.72,0.54
164.2616,-0.03454,-0.01970,-0.00061,0.00088,-0.00111,0.00078,-0.01847,-0.00964,0.00430,0.72,0.54
164.3629,-0.03442,-0.01987,-0.00074,0.00105,-0.00133,0.00094,-0.01793,-0.00963,0.00483,0.72,0.54
164.4633,-0.03434,-0.01988,-0.00081,0.00106,-0.00135,0.00103,-0.01793,-0.00803,0.00005,0.72,0.54
164.5642,-0.03432,-0.01957,-0.00083,0.00075,-0.00095,0.00106,-0.01845,-0.00910,0.00271,0.72,0.54
164.6646,-0.03436,-0.01956,-0.00079,0.00074,-0.00094,0.00101,-0.01844,-0.01069,0.00217,0.72,0.54
164.7649,-0.03431,-0.01962,-0.00085,0.00080,-0.00101,0.00107,-0.01897,-0.00802,0.00323,0.72,0.54
164.8651,-0.03429,-0.01986,-0.00087,0.00104,-0.00132,0.00110,-0.01897,-0.01068,0.00483,0.72,0.54
164.9655,-0.03429,-0.01986,-0.00087,0.00104,-0.00132,0.00110,-0.01842,-0.01174,-0.00102,0.72,0.54
165.0660,-0.03431,-0.01962,-0.00085,0.00080,-0.00101,0.00107,-0.01895,-0.00748,0.00217,0.72,0.54
165.1663,-0.03421,-0.01990,-0.00095,0.00108,-0.00137,0.00121,-0.01894,-0.00641,0.00376,0.73,0.54
165.2667,-0.03413,-0.01990,-0.00103,0.00108,-0.00137,0.00131,-0.01840,-0.01120,0.00270,0.72,0.54
165.3672,-0.03420,-0.01983,-0.00096,0.00101,-0.00128,0.00122,-0.01521,-0.00960,0.00589,0.72,0.53
165.4686,-0.03434,-0.02013,-0.00124,0.00131,-0.00166,0.00158,-0.01307,-0.00907,0.00323,0.73,0.54
165.5691,-0.03420,-0.02020,-0.00096,0.00138,-0.00176,0.00122,-0.01360,-0.01385,0.00110,0.72,0.54
165.6696,-0.03420,-0.02018,-0.00095,0.00136,-0.00173,0.00121,-0.01678,-0.00959,0.00429,0.73,0.53
165.7700,-0.03420,-0.02036,-0.00096,0.00154,-0.00195,0.00122,-0.01518,-0.00746,0.00056,0.73,0.54
165.8705,-0.03422,-0.02027,-0.00093,0.00145,-0.00184,0.00119,-0.01677,-0.01118,0.00375,0.73,0.53
165.9721,-0.03422,-0.02027,-0.00093,0.00145,-0.00184,0.00119,-0.01836,-0.00904,0.00322,0.73,0.53
166.0728,-0.03423,-0.02032,-0.00135,0.00150,-0.00191,0.00172,-0.01887,-0.00903,0.00269,0.73,0.53
166.1731,-0.03444,-0.01997,-0.00071,0.00115,-0.00146,0.00091,-0.01939,-0.01275,0.00322,0.72,0.53
166.2742,-0.03468,-0.01986,-0.00047,0.00104,-0.00132,0.00060,-0.02045,-0.00956,0.00535,0.72,0.53
166.3745,-0.03470,-0.01992,-0.00046,0.00110,-0.00139,0.00058,-0.02097,-0.00636,0.00215,0.73,0.53
166.4748,-0.03428,-0.01979,-0.00088,0.00097,-0.00123,0.00111,-0.02096,-0.00583,0.00162,0.73,0.53
166.5753,-0.03380,-0.01950,-0.00093,0.00068,-0.00086,0.00118,-0.01988,-0.00955,0.00215,0.73,0.53
166.6769,-0.03334,-0.01993,-0.00139,0.00111,-0.00141,0.00177,-0.01934,-0.00795,0.00481,0.73,0.53
166.7775,-0.03362,-0.02026,-0.00197,0.00143,-0.00182,0.00250,-0.01773,-0.01432,0.00374,0.74,0.53
166.8780,-0.03423,-0.02028,-0.00093,0.00145,-0.00184,0.00118,-0.01825,-0.01644,0.00161,0.73,0.53
166.9791,-0.03485,-0.02008,-0.00030,0.00126,-0.00160,0.00039,-0.01824,-0.01005,0.00427,0.73,0.53
167.0802,-0.03518,-0.02021,0.00002,0.00139,-0.00176,-0.00003,-0.01717,-0.00366,0.00054,0.73,0.53
167.1806,-0.03483,-0.02015,-0.00033,0.00132,-0.00168,0.00042,-0.01715,-0.00419,0.00161,0.73,0.53
167.2818,-0.03423,-0.02021,-0.00136,0.00138,-0.00175,0.00172,-0.01608,-0.00631,0.00533,0.74,0.53
167.3823,-0.03389,-0.02015,-0.00042,0.00133,-0.00168,0.00053,-0.01448,-0.01429,0.00054,0.72,0.53
167.4830,-0.03413,-0.01997,-0.00103,0.00115,-0.00146,0.00131,-0.01500,-0.00630,0.00320,0.73,0.53
167.5839,-0.03392,-0.01992,-0.00123,0.00110,-0.00140,0.00156,-0.01499,-0.01161,0.00001,0.73,0.53
167.6843,-0.03401,-0.01980,-0.00114,0.00098,-0.00125,0.00145,-0.01657,-0.01054,0.00266,0.73,0.53
167.7847,-0.03426,-0.01995,-0.00090,0.00113,-0.00144,0.00114,-0.01710,-0.01373,0.00373,0.73,0.53
167.8869,-0.03471,-0.01988,-0.00044,0.00106,-0.00134,0.00056,-0.01815,-0.00999,0.00213,0.73,0.53
167.9874,-0.03481,-0.01984,-0.00034,0.00102,-0.00130,0.00044,-0.01866,-0.00839,-0.00053,0.73,0.53
168.0876,-0.03479,-0.01963,-0.00036,0.00081,-0.00103,0.00046,-0.01971,-0.00519,0.00106,0.73,0.53
168.1879,-0.03412,-0.01997,-0.00103,0.00114,-0.00145,0.00131,-0.01968,-0.00784,0.00212,0.74,0.53
168.2885,-0.03398,-0.01997,-0.00118,0.00115,-0.00146,0.00149,-0.02020,-0.00997,0.00265,0.74,0.53
168.3890,-0.03417,-0.01998,-0.00098,0.00116,-0.00147,0.00125,-0.02018,-0.01208,0.00425,0.73,0.52
168.4907,-0.03439,-0.01996,-0.00076,0.00114,-0.00145,0.00097,-0.01963,-0.01047,0.00265,0.73,0.53
168.5910,-0.03444,-0.01979,-0.00071,0.00097,-0.00123,0.00090,-0.02014,-0.00834,0.00212,0.73,0.53
168.6915,-0.03436,-0.01958,-0.00080,0.00076,-0.00096,0.00101,-0.02012,-0.00939,0.00105,0.73,0.53
168.7924,-0.03424,-0.01966,-0.00092,0.00084,-0.00106,0.00117,-0.01851,-0.00885,0.00105,0.74,0.53
168.8931,-0.03425,-0.01996,-0.00091,0.00113,-0.00144,0.00115,-0.01796,-0.00991,0.00264,0.74,0.52
168.9934,-0.03418,-0.02010,-0.00140,0.00128,-0.00162,0.00178,-0.01688,-0.00990,0.00264,0.74,0.52
169.0951,-0.03448,-0.02007,-0.00067,0.00125,-0.00159,0.00086,-0.01580,-0.01414,0.00264,0.73,0.52
169.1965,-0.03492,-0.01992,-0.00023,0.00110,-0.00140,0.00029,-0.01631,-0.00881,0.00157,0.73,0.52
169.2968,-0.03482,-0.01983,-0.00034,0.00100,-0.00128,0.00043,-0.01523,-0.00455,-0.00215,0.74,0.53
169.3973,-0.03431,-0.01962,-0.00085,0.00080,-0.00101,0.00107,-0.01575,-0.00507,0.00370,0.74,0.52
169.5004,-0.03414,-0.02002,-0.00102,0.00120,-0.00152,0.00129,-0.01414,-0.01145,0.00263,0.74,0.52
169.6006,-0.03412,-0.01995,-0.00103,0.00113,-0.00144,0.00131,-0.01572,-0.01037,0.00103,0.74,0.52
169.7010,-0.03429,-0.01980,-0.00087,0.00098,-0.00124,0.00111,-0.01624,-0.01249,0.00263,0.74,0.52
169.8014,-0.03442,-0.01972,-0.00074,0.00090,-0.00114,0.00093,-0.01622,-0.00929,0.00209,0.74,0.52
169.9017,-0.03451,-0.01952,-0.00065,0.00069,-0.00088,0.00082,-0.01833,-0.00875,0.00262,0.74,0.52
170.0020,-0.03440,-0.01954,-0.00075,0.00071,-0.00091,0.00095,-0.01778,-0.00874,0.00103,0.74,0.52
170.1025,-0.03422,-0.01921,-0.00093,0.00039,-0.00050,0.00119,-0.01829,-0.00873,0.00209,0.74,0.52
170.2029,-0.03407,-0.01943,-0.00109,0.00061,-0.00077,0.00138,-0.01881,-0.00979,0.00209,0.74,0.52
170.3038,-0.03414,-0.01956,-0.00102,0.00074,-0.00094,0.00129,-0.01932,-0.00978,0.00368,0.74,0.52
170.4049,-0.03423,-0.01982,-0.00092,0.00100,-0.00127,0.00117,-0.01930,-0.00977,0.00155,0.74,0.52
170.5057,-0.03426,-0.01982,-0.00090,0.00100,-0.00126,0.00114,-0.01929,-0.00816,0.00207,0.74,0.52
170.6085,-0.03421,-0.01977,-0.00095,0.00095,-0.00120,0.00120,-0.01820,-0.01028,0.00154,0.74,0.52
170.7090,-0.03432,-0.01983,-0.00084,0.00100,-0.00127,0.00107,-0.01924,-0.00814,0.00260,0.74,0.52
170.8094,-0.03436,-0.02000,-0.00080,0.00118,-0.00149,0.00101,-0.01869,-0.01026,0.00526,0.74,0.52
170.9101,-0.03468,-0.01993,-0.00047,0.00111,-0.00141,0.00060,-0.01708,-0.00812,-0.00060,0.74,0.52
171.0105,-0.03448,-0.01966,-0.00068,0.00084,-0.00107,0.00086,-0.01653,0.00412,-0.06069,0.75,0.58
171.1122,-0.03265,-0.01248,-0.00250,-0.00635,0.00807,0.00318,-0.02397,0.00624,-0.02394,0.76,0.57
171.2131,-0.03100,-0.00985,-0.00413,-0.00898,0.01143,0.00525,-0.02343,-0.01078,-0.01862,0.77,0.57
171.3133,-0.03083,-0.00773,-0.00430,-0.01110,0.01411,0.00547,-0.02608,-0.02035,-0.01169,0.77,0.58
171.4159,-0.03245,-0.00550,-0.00264,-0.01334,0.01696,0.00335,-0.02605,-0.02565,-0.00849,0.75,0.58
171.5165,-0.03372,-0.00436,-0.00135,-0.01447,0.01836,0.00171,-0.02603,-0.01286,-0.00050,0.75,0.58
171.6170,-0.03421,-0.00388,-0.00127,-0.01495,0.01901,0.00162,-0.02335,-0.00700,0.00056,0.75,0.59
171.7177,-0.03421,-0.00382,-0.00087,-0.01501,0.01906,0.00110,-0.01962,-0.00806,0.00162,0.75,0.59
171.8190,-0.03398,-0.00383,-0.00191,-0.01501,0.01907,0.00243,-0.01588,-0.00274,0.00641,0.76,0.59
171.9196,-0.03332,-0.00423,-0.00176,-0.01460,0.01854,0.00223,-0.01161,-0.01125,0.00481,0.76,0.60
172.0203,-0.03350,-0.00464,-0.00159,-0.01419,0.01802,0.00202,-0.00894,-0.01283,0.01012,0.76,0.60
172.1213,-0.03393,-0.00526,-0.00118,-0.01356,0.01722,0.00149,-0.00521,-0.01176,0.00852,0.75,0.60
172.2216,-0.03439,-0.00595,-0.00157,-0.01287,0.01634,0.00200,-0.00308,-0.01015,0.01011,0.76,0.60
172.3222,-0.03481,-0.00681,-0.00032,-0.01201,0.01527,0.00041,-0.00254,-0.01387,0.00850,0.75,0.60
172.4224,-0.03499,-0.00740,-0.00016,-0.01142,0.01453,0.00021,-0.00361,-0.00907,0.01381,0.75,0.60
172.5231,-0.03479,-0.00833,-0.00081,-0.01049,0.01332,0.00102,-0.00467,-0.00534,0.01008,0.75,0.60
172.6235,-0.03392,-0.00938,-0.00169,-0.00944,0.01199,0.00215,-0.00892,-0.00640,0.01061,0.76,0.60
172.7242,-0.03378,-0.01026,-0.00140,-0.00855,0.01087,0.00178,-0.01157,-0.01331,0.01219,0.76,0.60
172.8245,-0.03426,-0.01093,-0.00095,-0.00790,0.01003,0.00120,-0.01582,-0.01490,0.00953,0.75,0.60
172.9247,-0.03479,-0.01205,-0.00039,-0.00677,0.00859,0.00050,-0.02006,-0.00904,0.01324,0.75,0.60
173.0253,-0.03472,-0.01314,-0.00088,-0.00568,0.00721,0.00112,-0.02323,-0.00477,0.01110,0.76,0.60
173.1257,-0.03385,-0.01431,-0.00174,-0.00451,0.00573,0.00222,-0.02640,-0.00530,0.01109,0.77,0.60
173.2264,-0.03378,-0.01521,-0.00181,-0.00361,0.00459,0.00230,-0.02744,-0.01274,0.01002,0.76,0.60
173.3270,-0.03402,-0.01633,nan,nan,nan,nan,-0.02795,-0.01380,0.00894,0.77,0.60
173.4276,-0.03440,-0.01714,-0.00075,-0.00169,0.00214,0.00096,-0.02846,-0.01219,0.01638,0.76,0.59
173.5286,-0.03496,-0.01848,-0.00019,-0.00035,0.00044,0.00024,-0.02578,-0.00793,0.00839,0.75,0.59
173.6293,-0.03432,-0.01950,-0.00084,0.00067,-0.00086,0.00106,-0.02311,-0.00048,0.00945,0.76,0.59
173.7306,-0.03365,-0.02019,-0.00108,0.00136,-0.00173,0.00138,-0.01830,-0.00580,0.00519,0.76,0.59
173.8316,-0.03319,-0.02050,-0.00197,0.00167,-0.00212,0.00250,-0.01456,-0.01164,0.00412,0.77,0.59
173.9322,-0.03325,-0.02083,-0.00191,0.00201,-0.00255,0.00243,-0.01242,-0.01376,0.00252,0.77,0.59
174.0364,-0.03375,-0.02098,-0.00141,0.00216,-0.00275,0.00180,-0.00922,-0.01482,0.00358,0.76,0.58
174.1370,-0.03454,-0.02119,-0.00062,0.00236,-0.00300,0.00078,-0.00816,-0.01321,0.00198,0.76,0.58
174.2376,-0.03506,-0.02107,-0.00009,0.00225,-0.00286,0.00012,-0.00868,-0.00789,0.00145,0.76,0.59
174.3394,-0.03492,-0.02116,-0.00023,0.00234,-0.00296,0.00030,-0.00815,-0.00309,0.00198,0.76,0.58
174.4397,-0.03471,-0.02118,-0.00044,0.00236,-0.00300,0.00056,-0.00920,-0.00788,0.00038,0.76,0.58
174.5401,-0.03414,-0.02096,-0.00102,0.00214,-0.00272,0.00129,-0.01133,-0.00628,0.00038,0.76,0.58
174.6405,-0.03360,-0.02069,-0.00155,0.00187,-0.00237,0.00197,-0.01504,-0.00893,0.00198,0.77,0.58
174.7408,-0.03371,-0.02061,-0.00059,0.00180,-0.00228,0.00075,-0.01663,-0.01584,-0.00121,0.76,0.59
174.8411,-0.03413,-0.02026,-0.00145,0.00144,-0.00183,0.00184,-0.02034,-0.00626,0.00251,0.77,0.58
174.9418,-0.03401,-0.02014,-0.00072,0.00133,-0.00168,0.00092,-0.02298,-0.00891,0.00091,0.76,0.58
175.0442,-0.03405,-0.02009,-0.00067,0.00127,-0.00162,0.00086,-0.02510,-0.00784,0.00251,0.76,0.58
175.1445,-0.03411,-0.02023,-0.00147,0.00141,-0.00180,0.00187,-0.02561,-0.00890,0.00410,0.77,0.58
175.2451,-0.03412,-0.02044,-0.00061,0.00162,-0.00206,0.00077,-0.02453,-0.01155,0.00250,0.76,0.58
175.3454,-0.03427,-0.02043,-0.00046,0.00160,-0.00204,0.00059,-0.02558,-0.00889,0.00410,0.76,0.58
175.4457,-0.03419,-0.02042,-0.00097,0.00160,-0.00203,0.00123,-0.02343,-0.00463,0.00303,0.77,0.58
175.5461,-0.03413,-0.02027,-0.00060,0.00145,-0.00184,0.00076,-0.02076,-0.00835,0.00303,0.76,0.58
175.6464,-0.03376,-0.02039,-0.00140,0.00157,-0.00199,0.00178,-0.01702,-0.00515,0.00303,0.77,0.58
175.7467,-0.03350,-0.02034,-0.00167,0.00151,-0.00191,0.00211,-0.01382,-0.01578,0.00037,0.77,0.58
175.8481,-0.03390,-0.02030,-0.00083,0.00148,-0.00188,0.00106,-0.01275,-0.01312,0.00409,0.77,0.58
175.9484,-0.03437,-0.02031,-0.00037,0.00149,-0.00189,0.00046,-0.01062,-0.01311,0.00037,0.76,0.58
176.0489,-0.03446,-0.02005,-0.00070,0.00123,-0.00156,0.00089,-0.01008,-0.00459,0.00249,0.77,0.58
176.1494,-0.03446,-0.02000,-0.00070,0.00117,-0.00149,0.00089,-0.00901,-0.01310,0.00090,0.76,0.58
176.2496,-0.03441,-0.01988,-0.00075,0.00106,-0.00134,0.00095,-0.01060,-0.00671,0.00249,0.77,0.58
176.3511,-0.03459,-0.01952,-0.00057,0.00069,-0.00088,0.00072,-0.01112,-0.01362,0.00036,0.76,0.58
176.4516,-0.03473,-0.01942,-0.00042,0.00060,-0.00076,0.00053,-0.01377,-0.00510,0.00356,0.77,0.58
176.5522,-0.03471,-0.01925,-0.00044,0.00043,-0.00054,0.00056,-0.01430,-0.01042,0.00089,0.76,0.58
176.6524,-0.03475,-0.01908,-0.00041,0.00069,-0.00087,0.00052,-0.01748,-0.00562,0.00355,0.77,0.58
176.7531,-0.03456,-0.01919,-0.00060,0.00079,-0.00101,0.00076,-0.01853,-0.00934,0.00196,0.77,0.58
176.8533,-0.03419,-0.01893,-0.00096,0.00011,-0.00013,0.00122,-0.02172,-0.00615,0.00196,0.77,0.58
176.9537,-0.03405,-0.01891,-0.00110,0.00009,-0.00011,0.00140,-0.02170,-0.01040,0.00302,0.77,0.58
177.0545,-0.03398,-0.01898,-0.00117,0.00016,-0.00020,0.00149,-0.02222,-0.00986,0.00568,0.77,0.58
177.1548,-0.03411,-0.01910,-0.00147,0.00028,-0.00036,0.00187,-0.02167,-0.01357,0.00248,0.77,0.58
177.2552,-0.03443,-0.01924,-0.00115,0.00042,-0.00053,0.00146,-0.02272,-0.00984,0.00407,0.77,0.58
177.3559,-0.03464,-0.01958,-0.00052,0.00076,-0.00097,0.00066,-0.02058,-0.01250,0.00407,0.77,0.58
177.4562,-0.03480,-0.01994,-0.00035,0.00111,-0.00142,0.00045,-0.01898,-0.00771,-0.00923,0.77,0.59
177.5580,-0.03489,-0.01867,-0.00069,-0.00015,0.00019,0.00087,-0.01844,-0.00770,-0.00337,0.77,0.59
177.6592,-0.03473,-0.01825,-0.00042,-0.00058,0.00073,0.00054,-0.01789,-0.00770,-0.00018,0.77,0.58
177.7595,-0.03452,-0.01809,-0.00063,-0.00074,0.00094,0.00080,-0.01575,-0.00503,-0.00018,0.77,0.58
177.8599,-0.03421,-0.01769,-0.00094,-0.00113,0.00144,0.00120,-0.01307,-0.00343,-0.04912,0.78,0.64
177.9602,-0.03363,-0.01221,-0.00192,-0.00662,0.00840,0.00244,-0.01573,-0.02098,-0.19536,0.78,0.74
178.0606,-0.03417,0.01077,-0.00089,-0.02959,0.03762,0.00113,-0.04339,0.00297,-0.16074,0.78,0.84
178.1608,-0.03267,0.02715,-0.00218,-0.04596,0.05843,0.00277,-0.06093,0.00722,-0.07182,0.79,0.82
178.2613,-0.03052,0.03723,-0.00485,-0.05609,0.07122,0.00615,-0.06146,-0.01300,-0.05054,0.81,0.84
178.3615,-0.03052,0.04261,-0.00426,-0.06145,0.07809,0.00541,-0.05987,-0.02417,-0.02766,0.80,0.85
178.4633,-0.03178,0.04724,-0.00238,-0.06603,0.08393,0.00302,-0.05295,-0.02417,-0.00956,0.78,0.87
178.5644,-0.03328,0.04878,-0.00079,-0.06757,0.08606,0.00100,-0.04018,-0.00821,0.00746,0.78,0.88
178.6647,-0.03305,0.04839,-0.00052,-0.06722,0.08556,0.00066,-0.02315,-0.00235,0.01491,0.78,0.89
178.7650,-0.03252,0.04707,-0.00108,-0.06588,0.08382,0.00138,-0.00240,-0.00501,0.02290,0.78,0.90
178.8653,-0.03186,0.04530,-0.00226,-0.06419,0.08170,0.00287,0.01516,-0.00342,0.02556,0.80,0.91
178.9655,-0.03163,0.04216,-0.00233,-0.06106,0.07761,0.00296,0.03272,-0.02098,0.02928,0.79,0.91
179.0659,-0.03319,0.03941,-0.00146,-0.05825,0.07413,0.00186,0.04177,-0.02577,0.03407,0.78,0.92
179.1662,-0.03550,0.03580,0.00031,-0.05458,0.06944,-0.00039,0.04656,-0.02311,0.03407,0.77,0.92
179.2667,-0.03708,0.03174,0.00125,-0.05062,0.06441,-0.00159,0.04496,-0.01140,0.03513,0.76,0.93
179.3681,-0.03795,0.02871,0.00169,-0.04751,0.06038,-0.00215,0.03858,-0.00768,0.03407,0.76,0.93
179.4684,-0.03819,0.02456,0.00228,-0.04342,0.05520,-0.00289,0.02847,-0.00501,0.03833,0.76,0.93
179.5688,-0.03797,0.02112,0.00216,-0.03997,0.05082,-0.00275,0.01569,-0.00182,0.03939,0.76,0.93
179.6692,-0.03729,0.01646,0.00148,-0.03530,0.04475,-0.00187,0.00186,-0.00023,0.03886,0.77,0.93
179.7696,-0.03645,0.01194,0.00024,-0.03076,0.03906,-0.00030,-0.01357,-0.00342,0.03939,0.77,0.92
179.8708,-0.03576,0.00845,0.00004,-0.02727,0.03468,-0.00005,-0.02953,-0.00821,0.03779,0.77,0.92
179.9711,-0.03518,0.00403,-0.00039,-0.02284,0.02904,0.00049,-0.04390,-0.00608,0.03832,0.78,0.91
180.0715,-0.03450,-0.00023,-0.00093,-0.01857,0.02362,0.00119,-0.05560,-0.00076,0.03726,0.78,0.91
180.1722,-0.03380,-0.00348,-0.00242,-0.01531,0.01941,0.00307,-0.06252,-0.00395,0.03619,0.80,0.90
180.2724,-0.03336,-0.00750,-0.00189,-0.01131,0.01435,0.00240,-0.06465,-0.01459,0.03353,0.79,0.90
180.3727,-0.03362,-0.01060,-0.00158,-0.00822,0.01043,0.00200,-0.06465,-0.00342,0.03459,0.79,0.89
180.4729,-0.03370,-0.01369,-0.00144,-0.00513,0.00651,0.00183,-0.05614,-0.00714,0.03193,0.79,0.88
180.5733,-0.03296,-0.01785,-0.00219,-0.00099,0.00126,0.00277,-0.04390,-0.00555,0.02768,0.80,0.88
180.6735,-0.03251,-0.02082,nan,nan,nan,nan,-0.03006,-0.00555,0.02023,0.79,0.89
180.7744,-0.03213,-0.02303,-0.00395,0.00415,-0.00527,0.00501,-0.01729,-0.00661,0.02555,0.81,0.86
180.8747,-0.03218,-0.02531,-0.00307,0.00644,-0.00819,0.00390,0.00240,-0.02896,0.00852,0.79,0.87
180.9753,-0.03348,-0.02616,-0.00219,0.00731,-0.00928,0.00278,0.00825,-0.02417,0.00746,0.79,0.87
181.0757,-0.03489,-0.02666,-0.00033,0.00783,-0.00995,0.00042,0.01623,-0.01300,0.00054,0.78,0.87
181.1760,-0.03605,-0.02687,0.00085,0.00806,-0.01025,-0.00108,0.01996,-0.01246,0.00107,0.77,0.87
181.2765,-0.03591,-0.02679,0.00073,0.00797,-0.01013,-0.00093,0.01996,-0.00501,-0.00372,0.78,0.87
181.3768,-0.03512,-0.02600,-0.00003,0.00719,-0.00910,0.00004,0.01730,-0.00555,-0.00638,0.78,0.87
181.4771,-0.03453,-0.02521,-0.00186,0.00640,-0.00813,0.00236,0.01144,-0.01034,-0.00478,0.80,0.87
181.5788,-0.03447,-0.02428,nan,nan,nan,nan,-0.00080,-0.01991,-0.00478,0.79,0.87
181.6790,-0.03560,-0.02336,nan,nan,nan,nan,-0.01197,-0.02098,-0.00638,0.80,0.86
181.7793,-0.03727,-0.02237,0.00174,0.00354,-0.00449,-0.00220,-0.02740,-0.02736,-0.00851,0.76,0.88
