timestamp_s,cam_pitch_rad,cam_yaw_rad,laser_pitch_rad,laser_yaw_rad,laser_dx_m,laser_dy_m,imu_omega_x_rad_s,imu_omega_y_rad_s,imu_omega_z_rad_s,throttle_pitch,throttle_yaw,setpoint_laser_dx_m,setpoint_laser_dy_m,cam_setpoint_pitch_rad,cam_setpoint_yaw_rad,cam_offset_pitch_rad,cam_offset_yaw_rad,mode_slew,dist_cm,omega_des_pitch_rad_s,omega_des_yaw_rad_s,kp_pitch,ki_pitch,kd_pitch,kp_yaw,ki_yaw,kd_yaw,error_sum_pitch,error_sum_yaw,omega1_act_rad_s,omega2_act_rad_s,u_ff_pitch,u_ff_yaw,u_fb_pitch,u_fb_yaw,e_pitch_rad,e_yaw_rad,Omega1_des_rad_s,Omega2_des_rad_s,cam_valid,laser_valid,active_target_idx,pid_pitch_on,pid_yaw_on,ff_pitch_on,ff_yaw_on
799.4496,-0.04136,-0.18350,nan,nan,nan,nan,-0.00123,-0.00432,-0.00217,0.00,0.00,-0.06100,0.00000,-0.00000,-0.03189,0.14869,-0.03251,0,194.647,0.00000,0.00000,8.0000,4.0000,0.5000,3.0000,3.0000,1.0000,-0.04095,0.12225,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10732,0.18412,0.00000,0.00000,1,0,2,1,1,0,0
799.5509,-0.04133,-0.18360,nan,nan,nan,nan,0.00036,-0.00485,-0.00110,0.00,0.00,-0.06100,0.00000,-0.00000,-0.03185,0.14869,-0.03251,0,194.911,0.00000,0.00000,8.0000,4.0000,0.5000,3.0000,3.0000,1.0000,-0.04095,0.12225,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10736,0.18427,0.00000,0.00000,1,0,2,1,1,0,0
799.6516,-0.04133,-0.18360,nan,nan,nan,nan,-0.00070,-0.00484,-0.00110,0.00,0.00,-0.06100,0.00000,-0.00000,-0.03185,0.14869,-0.03251,0,194.911,0.00000,0.00000,8.0000,4.0000,0.5000,3.0000,3.0000,1.0000,-0.04095,0.12225,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10736,0.18427,0.00000,0.00000,1,0,2,1,1,0,0
799.7521,-0.04121,-0.18372,nan,nan,nan,nan,-0.00017,-0.00484,-0.00163,0.00,0.00,-0.06100,0.00000,-0.00000,-0.03177,0.14869,-0.03251,0,195.385,0.00000,0.00000,8.0000,4.0000,0.5000,3.0000,3.0000,1.0000,-0.04095,0.12225,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10747,0.18446,0.00000,0.00000,1,0,2,1,1,0,0
799.8525,-0.04121,-0.18372,nan,nan,nan,nan,-0.00070,-0.00537,-0.00003,0.00,0.00,-0.06100,0.00000,-0.00000,-0.03177,0.14869,-0.03251,0,195.385,0.00000,0.00000,8.0000,4.0000,0.5000,3.0000,3.0000,1.0000,-0.04095,0.12225,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10747,0.18446,0.00000,0.00000,1,0,2,1,1,0,0
799.9534,-0.04122,-0.18378,nan,nan,nan,nan,-0.00017,-0.00589,-0.00163,0.00,0.00,-0.06100,0.00000,-0.00000,-0.03176,0.14869,-0.03251,0,195.457,0.00000,0.00000,8.0000,4.0000,0.5000,3.0000,3.0000,1.0000,-0.04095,0.12225,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10746,0.18454,0.00000,0.00000,1,0,2,1,1,0,0
800.0537,-0.04140,-0.18378,nan,nan,nan,nan,-0.00017,-0.00536,-0.00110,0.00,0.00,-0.06100,0.00000,-0.00000,-0.03182,0.14869,-0.03251,0,195.099,0.00000,0.00000,8.0000,4.0000,0.5000,3.0000,3.0000,1.0000,-0.04095,0.12225,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10728,0.18448,0.00000,0.00000,1,0,2,1,1,0,0
800.1554,-0.04123,-0.18384,nan,nan,nan,nan,-0.00017,-0.00535,-0.00003,0.00,0.00,-0.06100,0.00000,-0.00000,-0.03176,0.14869,-0.03251,0,195.441,0.00000,0.00000,8.0000,4.0000,0.5000,3.0000,3.0000,1.0000,-0.04095,0.12225,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10746,0.18459,0.00000,0.00000,1,0,2,1,1,0,0
800.2559,-0.04131,-0.18380,nan,nan,nan,nan,-0.00017,-0.00588,-0.00003,0.00,0.00,-0.06100,0.00000,-0.00000,-0.03180,0.14869,-0.03251,0,195.218,0.00000,0.00000,8.0000,4.0000,0.5000,3.0000,3.0000,1.0000,-0.04095,0.12225,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10738,0.18451,0.00000,0.00000,1,0,2,1,1,0,0
800.3562,-0.04135,-0.18380,nan,nan,nan,nan,-0.00123,-0.00587,-0.00109,0.00,0.00,-0.06100,0.00000,-0.00000,-0.03181,0.14869,-0.03251,0,195.142,0.00000,0.00000,8.0000,4.0000,0.5000,3.0000,3.0000,1.0000,-0.04095,0.12225,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.10733,0.18451,0.00000,0.00000,1,0,2,1,1,0,0
