timestamp_s,cam_pitch_rad,cam_yaw_rad,laser_pitch_rad,laser_yaw_rad,laser_dx_m,laser_dy_m,imu_omega_x_rad_s,imu_omega_y_rad_s,imu_omega_z_rad_s,throttle_pitch,throttle_yaw
1014.0157,-0.04431,-0.01994,0.00791,0.00152,-0.00203,-0.01058,-0.00117,0.00922,-0.00100,0.00,0.28
1014.1179,-0.04402,-0.01949,0.00805,0.00107,-0.00143,-0.01076,-0.00117,0.01028,0.00006,0.00,0.28
1014.2200,-0.04344,-0.01960,0.00748,0.00119,-0.00159,-0.00999,-0.00117,0.00973,0.00113,0.00,0.28
1014.3209,-0.04290,-0.01938,0.00693,0.00097,-0.00130,-0.00928,-0.00064,0.01025,0.00006,0.00,0.28
1014.4230,-0.04253,-0.01971,0.00656,0.00128,-0.00172,-0.00878,-0.00276,0.01024,0.00059,0.00,0.27
1014.5237,-0.04178,-0.01984,0.00538,0.00100,-0.00134,-0.00720,-0.00436,0.00917,0.00059,0.00,0.28
1014.6244,-0.04160,-0.01997,0.00562,0.00156,-0.00208,-0.00752,-0.00435,0.00863,0.00113,0.00,0.27
1014.7252,-0.04127,-0.01986,0.00529,0.00102,-0.00136,-0.00708,-0.00541,0.00702,-0.00100,0.00,0.28
1014.8255,-0.04118,-0.02014,0.00477,0.00131,-0.00176,-0.00638,-0.00540,0.00595,0.00219,0.00,0.27
1014.9258,-0.04101,-0.02036,0.00461,0.00195,-0.00260,-0.00616,-0.00593,0.00488,-0.00047,0.00,0.27
1015.0279,-0.04118,-0.02047,0.00477,0.00206,-0.00276,-0.00637,-0.00592,0.00275,-0.00047,0.00,0.27
1015.1283,-0.04130,-0.02031,0.00490,0.00191,-0.00255,-0.00654,-0.00539,0.00275,-0.00260,0.00,0.27
1015.2286,-0.04146,-0.02033,0.00549,0.00193,-0.00258,-0.00734,-0.00485,0.00115,-0.00100,0.00,0.27
1015.3291,-0.04187,-0.02026,0.00590,0.00185,-0.00248,-0.00788,-0.00431,0.00115,0.00006,0.00,0.27
1015.4294,-0.04258,-0.02040,0.00618,0.00199,-0.00266,-0.00826,-0.00378,0.00115,-0.00153,0.00,0.27
1015.5299,-0.04314,-0.02034,0.00675,0.00192,-0.00257,-0.00902,-0.00271,0.00062,-0.00313,0.00,0.27
1015.6308,-0.04352,-0.02025,0.00754,0.00184,-0.00246,-0.01009,-0.00058,0.00274,-0.00100,0.00,0.27
1015.7323,-0.04438,-0.02016,0.00797,0.00174,-0.00233,-0.01066,-0.00111,0.00327,-0.00046,0.00,0.27
1015.8327,-0.04436,-0.02001,0.00839,0.00160,-0.00215,-0.01122,-0.00111,0.00486,-0.00153,0.00,0.27
1015.9332,-0.04449,-0.01995,0.00767,0.00153,-0.00205,-0.01026,-0.00057,0.00592,-0.00152,0.00,0.27
1016.0336,-0.04457,-0.01995,0.00817,0.00154,-0.00206,-0.01094,-0.00057,0.00751,-0.00046,0.00,0.27
1016.1339,-0.04458,-0.01982,0.00818,0.00141,-0.00188,-0.01095,-0.00057,0.00804,-0.00046,0.00,0.27
1016.2344,-0.04427,-0.01992,0.00745,0.00151,-0.00202,-0.00996,-0.00110,0.00856,-0.00152,0.00,0.27
1016.3356,-0.04417,-0.01972,0.00778,0.00130,-0.00174,-0.01040,-0.00164,0.01068,-0.00046,0.00,0.27
1016.4379,-0.04349,-0.01979,0.00752,0.00137,-0.00183,-0.01007,-0.00217,0.01120,-0.00099,0.00,0.27
1016.5384,-0.04292,-0.01977,0.00695,0.00136,-0.00182,-0.00930,-0.00323,0.01066,-0.00046,0.00,0.26
1016.6387,-0.04265,-0.01980,0.00668,0.00138,-0.00185,-0.00893,-0.00429,0.01064,0.00114,0.00,0.26
1016.7398,-0.04190,-0.01993,0.00593,0.00152,-0.00203,-0.00793,-0.00375,0.00957,-0.00205,0.00,0.26
1016.8410,-0.04160,-0.02000,0.00519,0.00159,-0.00213,-0.00694,-0.00481,0.00850,0.00274,0.00,0.26
1016.9428,-0.04125,-0.01995,0.00527,0.00112,-0.00150,-0.00705,-0.00480,0.00583,-0.00258,0.00,0.27
1017.0437,-0.04110,-0.02027,0.00511,0.00144,-0.00193,-0.00684,-0.00586,0.00476,0.00274,0.00,0.26
1017.1439,-0.04113,-0.02023,0.00471,0.00138,-0.00185,-0.00631,-0.00586,0.00369,-0.00099,0.00,0.26
1017.2449,-0.04101,-0.02036,0.00461,0.00195,-0.00260,-0.00616,-0.00426,0.00262,0.00114,0.00,0.26
1017.3453,-0.04113,-0.02038,0.00515,0.00198,-0.00264,-0.00688,-0.00425,0.00156,-0.00046,0.00,0.26
1017.4479,-0.04153,-0.02037,0.00556,0.00195,-0.00261,-0.00741,-0.00372,0.00102,-0.00099,0.00,0.26
1017.5488,-0.04229,-0.02035,0.00631,0.00194,-0.00260,-0.00845,-0.00318,-0.00057,-0.00045,0.00,0.26
1017.6499,-0.04260,-0.02032,0.00620,0.00191,-0.00255,-0.00829,-0.00265,0.00102,-0.00045,0.00,0.26
1017.7519,-0.04342,-0.02028,0.00744,0.00186,-0.00249,-0.00996,-0.00211,0.00102,-0.00098,0.00,0.26
1017.8527,-0.04377,-0.01998,0.00737,0.00114,-0.00153,-0.00988,-0.00211,0.00208,-0.00311,0.00,0.26
1017.9543,-0.04432,-0.01999,0.00750,0.00158,-0.00211,-0.01003,-0.00264,0.00368,0.00328,0.00,0.26
1018.0553,-0.04448,-0.02003,0.00807,0.00162,-0.00217,-0.01080,-0.00157,0.00527,-0.00258,0.00,0.26
1018.1564,-0.04490,-0.02009,0.00850,0.00168,-0.00225,-0.01138,-0.00210,0.00633,0.00115,0.00,0.26
1018.2571,-0.04486,-0.01992,0.00847,0.00151,-0.00202,-0.01133,-0.00210,0.00792,-0.00045,0.00,0.26
1018.3574,-0.04483,-0.01997,0.00843,0.00155,-0.00207,-0.01129,-0.00263,0.01004,0.00062,0.00,0.26
1018.4588,-0.04442,-0.01999,0.00759,0.00158,-0.00211,-0.01014,-0.00210,0.01056,-0.00098,0.00,0.26
1018.5636,-0.04379,-0.01990,0.00740,0.00148,-0.00198,-0.00990,-0.00316,0.01055,-0.00098,0.00,0.26
1018.6643,-0.04347,-0.01996,0.00664,0.00155,-0.00207,-0.00889,-0.00262,0.01107,0.00168,0.00,0.25
1018.7712,-0.04282,-0.02022,0.00641,0.00180,-0.00241,-0.00858,-0.00315,0.01159,-0.00204,0.00,0.25
1018.8723,-0.04203,-0.01994,0.00563,0.00153,-0.00204,-0.00754,-0.00262,0.00998,0.00009,0.00,0.25
1018.9743,-0.04158,-0.02006,0.00517,0.00165,-0.00221,-0.00692,-0.00368,0.00891,-0.00204,0.00,0.25
1019.0747,-0.04130,-0.02005,0.00532,0.00122,-0.00163,-0.00712,-0.00367,0.00784,-0.00097,0.00,0.25
1019.1762,-0.04104,-0.02000,0.00505,0.00116,-0.00155,-0.00675,-0.00367,0.00570,-0.00044,0.00,0.25
1019.2795,-0.04090,-0.02005,0.00449,0.00121,-0.00162,-0.00600,-0.00420,0.00250,0.00169,0.00,0.25
1019.3804,-0.04089,-0.02017,0.00491,0.00175,-0.00234,-0.00656,-0.00366,0.00303,-0.00044,0.00,0.25
1019.4806,-0.04101,-0.02025,0.00503,0.00185,-0.00247,-0.00672,-0.00366,0.00090,0.00009,0.00,0.25
1019.5827,-0.04178,-0.02024,0.00580,0.00182,-0.00243,-0.00776,-0.00365,-0.00016,-0.00150,0.00,0.25
1019.6832,-0.04197,-0.02001,0.00557,0.00159,-0.00213,-0.00746,-0.00312,-0.00016,-0.00097,0.00,0.25
1019.7836,-0.04286,-0.02008,0.00645,0.00167,-0.00224,-0.00862,-0.00365,0.00037,-0.00044,0.00,0.25
1019.8839,-0.04329,-0.02000,0.00688,0.00159,-0.00212,-0.00921,-0.00364,0.00037,-0.00203,0.00,0.25
1019.9868,-0.04388,-0.02004,0.00748,0.00120,-0.00160,-0.01002,-0.00364,0.00196,0.00010,0.00,0.25
1020.0884,-0.04441,-0.01998,0.00800,0.00157,-0.00210,-0.01071,-0.00364,0.00249,0.00063,0.00,0.25
1020.1908,-0.04463,-0.02017,0.00825,0.00176,-0.00235,-0.01103,-0.00310,0.00409,-0.00150,0.00,0.25
1020.2911,-0.04485,-0.02013,0.00846,0.00172,-0.00230,-0.01131,-0.00310,0.00568,-0.00309,0.00,0.25
1020.3918,-0.04488,-0.02000,0.00848,0.00158,-0.00211,-0.01134,-0.00310,0.00673,0.00010,0.00,0.25
1020.4922,-0.04486,-0.01992,0.00847,0.00151,-0.00202,-0.01133,-0.00256,0.00886,-0.00256,0.00,0.25
1020.5925,-0.04446,-0.02012,0.00848,0.00171,-0.00229,-0.01134,-0.00203,0.01044,-0.00043,0.00,0.24
1020.6929,-0.04392,-0.01985,0.00753,0.00144,-0.00193,-0.01007,-0.00149,0.01043,-0.00096,0.00,0.25
1020.7943,-0.04338,-0.01994,0.00741,0.00152,-0.00203,-0.00991,-0.00149,0.01095,-0.00096,0.00,0.24
1020.8958,-0.04283,-0.01982,0.00685,0.00141,-0.00188,-0.00917,-0.00149,0.01094,-0.00096,0.00,0.24
1020.9964,-0.04244,-0.01988,0.00647,0.00147,-0.00196,-0.00864,-0.00149,0.01040,-0.00043,0.00,0.24
1021.0977,-0.04168,-0.01957,0.00528,0.00116,-0.00154,-0.00705,-0.00202,0.00879,-0.00149,0.00,0.24
1021.1981,-0.04124,-0.01961,0.00441,0.00119,-0.00160,-0.00590,-0.00202,0.00613,0.00011,0.00,0.24
1021.3001,-0.04105,-0.01981,0.00507,0.00139,-0.00186,-0.00678,-0.00308,0.00612,0.00011,0.00,0.24
1021.4004,-0.04097,-0.01984,0.00499,0.00143,-0.00191,-0.00668,-0.00361,0.00452,-0.00043,0.00,0.24
1021.5017,-0.04097,-0.01984,0.00499,0.00143,-0.00191,-0.00668,-0.00360,0.00398,-0.00202,0.00,0.24
1021.6030,-0.04097,-0.01984,0.00499,0.00143,-0.00191,-0.00668,-0.00413,0.00238,0.00011,0.00,0.24
1021.7035,-0.04121,-0.01966,0.00480,0.00082,-0.00110,-0.00643,-0.00466,0.00078,-0.00096,0.00,0.24
1021.8041,-0.04180,-0.01988,0.00497,0.00147,-0.00196,-0.00665,-0.00465,-0.00028,0.00277,0.00,0.24
1021.9044,-0.04254,-0.02010,0.00613,0.00168,-0.00225,-0.00820,-0.00518,0.00025,-0.00096,0.00,0.24
1022.0047,-0.04327,-0.02012,0.00686,0.00171,-0.00229,-0.00918,-0.00411,0.00078,0.00117,0.00,0.24
1022.1064,-0.04361,-0.02019,0.00720,0.00178,-0.00239,-0.00964,-0.00411,0.00238,-0.00255,0.00,0.24
1022.2068,-0.04438,-0.02016,0.00754,0.00174,-0.00233,-0.01009,-0.00410,0.00344,0.00117,0.00,0.24
1022.3081,-0.04455,-0.02009,0.00815,0.00168,-0.00226,-0.01091,-0.00357,0.00290,-0.00202,0.00,0.24
1022.4084,-0.04460,-0.02024,0.00777,0.00184,-0.00246,-0.01039,-0.00197,0.00503,-0.00149,0.00,0.24
1022.5108,-0.04483,-0.01997,0.00843,0.00155,-0.00207,-0.01129,-0.00143,0.00662,-0.00095,0.00,0.24
1022.6119,-0.04483,-0.01997,0.00843,0.00155,-0.00207,-0.01129,-0.00250,0.00767,-0.00149,0.00,0.24
1022.7126,-0.04452,-0.01990,0.00812,0.00107,-0.00143,-0.01088,-0.00143,0.00873,0.00011,0.00,0.24
1022.8132,-0.04431,-0.01998,0.00791,0.00157,-0.00210,-0.01058,-0.00090,0.00925,-0.00042,0.00,0.24
1022.9142,-0.04379,-0.01990,0.00740,0.00148,-0.00198,-0.00990,-0.00036,0.01084,-0.00095,0.00,0.24
1023.0145,-0.04347,-0.02004,0.00706,0.00162,-0.00217,-0.00946,-0.00036,0.00976,-0.00095,0.00,0.23
1023.1163,-0.04278,-0.02008,0.00637,0.00166,-0.00222,-0.00850,-0.00036,0.00922,-0.00095,0.00,0.23
1023.2179,-0.04200,-0.01997,0.00560,0.00155,-0.00207,-0.00749,-0.00090,0.00921,-0.00201,0.00,0.23
1023.3181,-0.04170,-0.01999,0.00529,0.00158,-0.00211,-0.00708,-0.00143,0.00761,-0.00148,0.00,0.23
1023.4190,-0.04119,-0.01987,0.00479,0.00146,-0.00195,-0.00641,-0.00249,0.00653,-0.00148,0.00,0.23
1023.5194,-0.04115,-0.01993,0.00517,0.00110,-0.00147,-0.00692,-0.00355,0.00493,-0.00148,0.00,0.23
1023.6199,-0.04103,-0.01990,0.00505,0.00106,-0.00142,-0.00675,-0.00408,0.00440,0.00171,0.00,0.23
1023.7202,-0.04098,-0.01999,0.00501,0.00114,-0.00153,-0.00669,-0.00513,0.00226,0.00065,0.00,0.23
1023.8229,-0.04122,-0.02009,0.00524,0.00168,-0.00225,-0.00701,-0.00619,0.00173,-0.00042,0.00,0.23
1023.9233,-0.04184,-0.02018,0.00586,0.00175,-0.00234,-0.00784,-0.00565,0.00120,0.00065,0.00,0.23
1024.0238,-0.04196,-0.02013,0.00557,0.00172,-0.00230,-0.00744,-0.00512,0.00120,-0.00201,0.00,0.23
1024.1250,-0.04270,-0.02017,0.00629,0.00174,-0.00233,-0.00842,-0.00511,0.00066,0.00012,0.00,0.23
1024.2262,-0.04325,-0.02015,0.00728,0.00174,-0.00232,-0.00973,-0.00511,0.00119,-0.00095,0.00,0.23
1024.3267,-0.04378,-0.01995,0.00739,0.00154,-0.00206,-0.00989,-0.00351,0.00226,0.00012,0.00,0.23
1024.4271,-0.04428,-0.02000,0.00788,0.00158,-0.00212,-0.01054,-0.00191,0.00225,-0.00041,0.00,0.23
1024.5277,-0.04432,-0.01999,0.00750,0.00158,-0.00211,-0.01003,-0.00190,0.00385,0.00012,0.00,0.23
1024.6283,-0.04445,-0.01990,0.00762,0.00151,-0.00202,-0.01020,-0.00190,0.00491,-0.00254,0.00,0.23
1024.7286,-0.04458,-0.01977,0.00818,0.00138,-0.00184,-0.01096,-0.00190,0.00650,-0.00041,0.00,0.23
1024.8309,-0.04465,-0.01977,0.00825,0.00136,-0.00182,-0.01105,-0.00084,0.00809,-0.00201,0.00,0.23
1024.9324,-0.04446,-0.01968,0.00807,0.00126,-0.00169,-0.01079,0.00023,0.00861,0.00012,0.00,0.23
1025.0331,-0.04423,-0.01958,0.00826,0.00071,-0.00095,-0.01103,-0.00030,0.00807,-0.00147,0.00,0.23
1025.1353,-0.04364,-0.01923,0.00767,0.00081,-0.00109,-0.01027,-0.00084,0.00912,0.00013,0.00,0.23
1025.2359,-0.04303,-0.01932,0.00706,0.00090,-0.00120,-0.00943,-0.00137,0.00911,0.00066,0.00,0.23
1025.3377,-0.04265,-0.01980,0.00668,0.00138,-0.00185,-0.00893,-0.00243,0.00910,-0.00041,0.00,0.23
1025.4382,-0.04210,-0.01978,0.00612,0.00136,-0.00182,-0.00820,-0.00296,0.00963,-0.00041,0.00,0.23
1025.5394,-0.04165,-0.01982,0.00482,0.00141,-0.00189,-0.00645,-0.00349,0.00802,-0.00041,0.00,0.22
1025.6406,-0.04134,-0.02000,0.00494,0.00158,-0.00212,-0.00661,-0.00455,0.00748,0.00119,0.00,0.22
1025.7419,-0.04113,-0.02005,0.00473,0.00164,-0.00220,-0.00634,-0.00401,0.00588,-0.00200,0.00,0.22
1025.8425,-0.04108,-0.02020,0.00509,0.00137,-0.00183,-0.00681,-0.00507,0.00428,0.00066,0.00,0.22
1025.9433,-0.04098,-0.02017,0.00500,0.00133,-0.00178,-0.00668,-0.00507,0.00374,-0.00200,0.00,0.22
1026.0436,-0.04122,-0.02009,0.00482,0.00168,-0.00225,-0.00645,-0.00506,0.00161,0.00172,0.00,0.22
1026.1445,-0.04158,-0.02013,0.00560,0.00172,-0.00230,-0.00748,-0.00506,0.00108,-0.00041,0.00,0.22
1026.2452,-0.04223,-0.02006,0.00582,0.00165,-0.00222,-0.00780,-0.00505,0.00001,-0.00094,0.00,0.22
1026.3460,-0.04269,-0.02016,0.00627,0.00175,-0.00234,-0.00839,-0.00345,-0.00052,-0.00200,0.00,0.22
1026.4468,-0.04338,-0.02010,0.00698,0.00168,-0.00224,-0.00933,-0.00345,-0.00105,0.00119,0.00,0.22
1026.5483,-0.04369,-0.01997,0.00730,0.00114,-0.00153,-0.00978,-0.00291,0.00054,-0.00094,0.00,0.22
1026.6492,-0.04422,-0.02000,0.00781,0.00158,-0.00212,-0.01045,-0.00291,0.00214,-0.00094,0.00,0.22
1026.7522,-0.04443,-0.02006,0.00803,0.00165,-0.00221,-0.01074,-0.00078,0.00320,-0.00040,0.00,0.22
1026.8532,-0.04476,-0.02008,0.00836,0.00167,-0.00224,-0.01120,-0.00024,0.00585,-0.00094,0.00,0.22
1026.9535,-0.04490,-0.02009,0.00850,0.00168,-0.00225,-0.01138,0.00029,0.00585,-0.00147,0.00,0.22
1027.0548,-0.04486,-0.01992,0.00847,0.00151,-0.00202,-0.01133,0.00029,0.00744,-0.00093,0.00,0.22
1027.1562,-0.04459,-0.01974,0.00819,0.00134,-0.00180,-0.01099,-0.00077,0.00849,-0.00040,0.00,0.22
1027.2565,-0.04422,-0.01982,0.00782,0.00140,-0.00187,-0.01046,-0.00077,0.00955,0.00120,0.00,0.22
1027.3568,-0.04380,-0.01986,0.00783,0.00143,-0.00192,-0.01049,-0.00130,0.01060,0.00066,0.00,0.22
1027.4571,-0.04338,-0.02010,0.00740,0.00168,-0.00224,-0.00990,-0.00130,0.01006,-0.00359,0.00,0.22
1027.5575,-0.04279,-0.01998,0.00638,0.00157,-0.00210,-0.00853,-0.00237,0.01005,0.00173,0.00,0.21
1027.6582,-0.04222,-0.02002,0.00624,0.00160,-0.00214,-0.00835,-0.00289,0.00898,-0.00093,0.00,0.21
1027.7589,-0.04200,-0.01989,0.00560,0.00148,-0.00199,-0.00749,-0.00449,0.00791,-0.00200,0.00,0.21
1027.8595,-0.04149,-0.01993,0.00508,0.00152,-0.00203,-0.00679,-0.00501,0.00630,0.00173,0.00,0.21
1027.9607,-0.04119,-0.02005,0.00522,0.00164,-0.00219,-0.00698,-0.00448,0.00523,-0.00146,0.00,0.21
1028.0621,-0.04108,-0.02020,0.00467,0.00179,-0.00240,-0.00624,-0.00447,0.00416,-0.00093,0.00,0.21
1028.1642,-0.04108,-0.02020,0.00467,0.00179,-0.00240,-0.00624,-0.00394,0.00310,0.00013,0.00,0.21
1028.2645,-0.04125,-0.02013,0.00528,0.00173,-0.00231,-0.00705,-0.00446,0.00150,-0.00146,0.00,0.21
1028.3649,-0.04148,-0.02024,0.00550,0.00182,-0.00244,-0.00735,-0.00499,0.00096,-0.00040,0.00,0.21
1028.4663,-0.04233,-0.02010,0.00592,0.00170,-0.00227,-0.00792,-0.00445,0.00096,-0.00146,0.00,0.21
1028.5666,-0.04269,-0.02016,0.00627,0.00175,-0.00234,-0.00839,-0.00392,-0.00010,0.00067,0.00,0.21
1028.6674,-0.04325,-0.02015,0.00685,0.00174,-0.00233,-0.00916,-0.00285,0.00043,-0.00093,0.00,0.21
1028.7681,-0.04377,-0.01998,0.00737,0.00114,-0.00153,-0.00988,-0.00125,0.00043,0.00067,0.00,0.21
1028.8690,-0.04443,-0.02003,0.00803,0.00162,-0.00217,-0.01074,-0.00231,0.00149,-0.00040,0.00,0.21
1028.9698,-0.04448,-0.02023,0.00808,0.00182,-0.00243,-0.01081,-0.00178,0.00362,-0.00146,0.00,0.21
1029.0701,-0.04485,-0.02013,0.00846,0.00172,-0.00230,-0.01131,-0.00125,0.00414,-0.00146,0.00,0.21
1029.1713,-0.04491,-0.02022,0.00852,0.00181,-0.00241,-0.01139,-0.00125,0.00680,0.00067,0.00,0.21
1029.2763,-0.04481,-0.02022,0.00842,0.00179,-0.00239,-0.01125,-0.00178,0.00786,-0.00146,0.00,0.21
1029.3819,-0.04485,-0.02013,0.00846,0.00172,-0.00230,-0.01131,-0.00178,0.00838,-0.00039,0.00,0.21
1029.4824,-0.04425,-0.02005,0.00786,0.00162,-0.00217,-0.01050,-0.00124,0.00890,-0.00039,0.00,0.21
1029.5826,-0.04383,-0.02002,0.00743,0.00159,-0.00213,-0.00994,-0.00284,0.01049,-0.00145,0.00,0.21
1029.6845,-0.04348,-0.02016,0.00750,0.00174,-0.00233,-0.01004,-0.00177,0.00942,0.00014,0.00,0.20
1029.7851,-0.04279,-0.02027,0.00638,0.00186,-0.00249,-0.00854,-0.00230,0.00994,-0.00039,0.00,0.20
1029.8869,-0.04203,-0.01994,0.00563,0.00153,-0.00204,-0.00754,-0.00389,0.00833,-0.00039,0.00,0.20
1029.9873,-0.04172,-0.02007,0.00532,0.00165,-0.00221,-0.00711,-0.00336,0.00832,0.00014,0.00,0.20
1030.0884,-0.04119,-0.02005,0.00479,0.00164,-0.00219,-0.00641,-0.00442,0.00778,-0.00092,0.00,0.20
1030.1908,-0.04098,-0.02017,0.00500,0.00133,-0.00178,-0.00668,-0.00441,0.00512,0.00174,0.00,0.20
1030.2923,-0.04111,-0.02016,0.00512,0.00133,-0.00177,-0.00685,-0.00334,0.00298,0.00067,0.00,0.20
1030.3939,-0.04108,-0.02020,0.00509,0.00137,-0.00183,-0.00681,-0.00440,0.00192,0.00174,0.00,0.20
1030.4969,-0.04133,-0.02025,0.00493,0.00184,-0.00246,-0.00659,-0.00440,-0.00074,0.00120,0.00,0.20
1030.5972,-0.04171,-0.02044,0.00573,0.00203,-0.00271,-0.00766,-0.00280,0.00085,-0.00092,0.00,0.20
1030.6980,-0.04222,-0.02037,0.00582,0.00196,-0.00263,-0.00779,-0.00386,-0.00021,-0.00092,0.00,0.20
1030.7987,-0.04271,-0.02042,0.00630,0.00201,-0.00268,-0.00843,-0.00226,-0.00021,-0.00039,0.00,0.20
1030.8998,-0.04339,-0.02029,0.00742,0.00188,-0.00252,-0.00992,-0.00279,-0.00021,0.00014,0.00,0.20
1031.0002,-0.04420,-0.02032,0.00737,0.00190,-0.00254,-0.00986,-0.00119,0.00085,-0.00252,0.00,0.20
1031.1027,-0.04446,-0.02020,0.00806,0.00178,-0.00239,-0.01078,-0.00172,0.00298,0.00014,0.00,0.20
1031.2032,-0.04485,-0.02013,0.00888,0.00130,-0.00173,-0.01188,-0.00066,0.00457,-0.00145,0.00,0.20
1031.3036,-0.04505,-0.02022,0.00865,0.00179,-0.00240,-0.01157,-0.00225,0.00563,0.00068,0.00,0.19
1031.4063,-0.04505,-0.02022,0.00865,0.00179,-0.00240,-0.01157,-0.00118,0.00669,-0.00252,0.00,0.20
1031.5066,-0.04500,-0.02025,0.00860,0.00182,-0.00243,-0.01151,-0.00118,0.00828,-0.00092,0.00,0.19
1031.6084,-0.04457,-0.02011,0.00818,0.00169,-0.00226,-0.01095,-0.00171,0.00933,-0.00092,0.00,0.19
1031.7103,-0.04421,-0.02011,0.00781,0.00168,-0.00225,-0.01044,-0.00118,0.00932,0.00068,0.00,0.19
1031.8106,-0.04371,-0.01989,0.00731,0.00147,-0.00198,-0.00979,-0.00171,0.01091,0.00015,0.00,0.19
1031.9137,-0.04314,-0.01997,0.00716,0.00155,-0.00208,-0.00959,-0.00277,0.01037,-0.00198,0.00,0.19
1032.0142,-0.04256,-0.01991,0.00616,0.00149,-0.00199,-0.00823,-0.00330,0.00929,0.00015,0.00,0.19
1032.1148,-0.04191,-0.02003,0.00550,0.00163,-0.00217,-0.00736,-0.00277,0.00769,0.00015,0.00,0.19
1032.2204,-0.04160,-0.02000,0.00519,0.00159,-0.00213,-0.00694,-0.00383,0.00662,0.00068,0.00,0.19
1032.3207,-0.04110,-0.02010,0.00469,0.00127,-0.00170,-0.00627,-0.00436,0.00501,-0.00038,0.00,0.19
1032.4223,-0.04104,-0.02000,0.00505,0.00116,-0.00155,-0.00675,-0.00382,0.00341,-0.00145,0.00,0.19
1032.5227,-0.04113,-0.01989,0.00515,0.00105,-0.00140,-0.00689,-0.00382,0.00235,0.00068,0.00,0.19
1032.6230,-0.04123,-0.01992,0.00482,0.00151,-0.00202,-0.00645,-0.00275,0.00075,0.00068,0.00,0.19
1032.7241,-0.04160,-0.02000,0.00519,0.00159,-0.00213,-0.00694,-0.00381,0.00022,0.00015,0.00,0.19
1032.8272,-0.04223,-0.02017,0.00582,0.00176,-0.00235,-0.00779,-0.00327,-0.00085,0.00174,0.00,0.19
1032.9275,-0.04267,-0.02018,0.00627,0.00177,-0.00236,-0.00839,-0.00221,-0.00032,-0.00198,0.00,0.19
1033.0298,-0.04345,-0.02016,0.00747,0.00174,-0.00233,-0.00999,-0.00220,-0.00085,0.00015,0.00,0.19
1033.1302,-0.04394,-0.01999,0.00753,0.00115,-0.00155,-0.01009,-0.00326,0.00075,-0.00251,0.00,0.19
1033.2324,-0.04431,-0.01998,0.00791,0.00157,-0.00210,-0.01058,-0.00167,0.00288,0.00228,0.00,0.19
1033.3327,-0.04472,-0.01989,0.00875,0.00147,-0.00197,-0.01171,-0.00166,0.00287,-0.00198,0.00,0.19
1033.4333,-0.04498,-0.02000,0.00900,0.00158,-0.00211,-0.01204,-0.00272,0.00393,0.00068,0.00,0.19
1033.5341,-0.04507,-0.02009,0.00910,0.00167,-0.00223,-0.01217,-0.00219,0.00659,-0.00092,0.00,0.19
1033.6345,-0.04499,-0.02005,0.00902,0.00164,-0.00219,-0.01207,-0.00112,0.00764,-0.00091,0.00,0.19
1033.7363,-0.04457,-0.02011,0.00818,0.00169,-0.00226,-0.01095,-0.00165,0.00817,0.00121,0.00,0.18
1033.8366,-0.04440,-0.02023,0.00800,0.00137,-0.00184,-0.01069,-0.00219,0.01029,-0.00145,0.00,0.19
1033.9380,-0.04371,-0.02003,0.00732,0.00119,-0.00159,-0.00979,-0.00112,0.01028,-0.00038,0.00,0.19
1034.0386,-0.04322,-0.02009,0.00682,0.00168,-0.00224,-0.00913,-0.00059,0.00974,0.00015,0.00,0.18
1034.1397,-0.04287,-0.02031,0.00646,0.00190,-0.00255,-0.00865,-0.00165,0.00866,0.00068,0.00,0.18
1034.2426,-0.04204,-0.02007,0.00564,0.00166,-0.00222,-0.00755,-0.00218,0.00812,-0.00145,0.00,0.18
1034.3429,-0.04160,-0.02018,0.00519,0.00176,-0.00236,-0.00694,-0.00271,0.00705,-0.00091,0.00,0.18
1034.4443,-0.04119,-0.02011,0.00478,0.00170,-0.00227,-0.00641,-0.00324,0.00598,-0.00038,0.00,0.18
1034.5446,-0.04108,-0.02020,0.00467,0.00179,-0.00240,-0.00624,-0.00323,0.00491,-0.00091,0.00,0.18
1034.6452,-0.04108,-0.02020,0.00467,0.00137,-0.00183,-0.00624,-0.00430,0.00278,0.00069,0.00,0.18
1034.7485,-0.04108,-0.02020,0.00467,0.00179,-0.00240,-0.00624,-0.00269,0.00224,-0.00038,0.00,0.18
1034.8499,-0.04152,-0.02031,0.00554,0.00190,-0.00254,-0.00740,-0.00429,0.00011,-0.00144,0.00,0.18
1034.9502,-0.04204,-0.02010,0.00564,0.00169,-0.00226,-0.00755,-0.00322,-0.00042,-0.00144,0.00,0.18
1035.0522,-0.04259,-0.02023,0.00618,0.00181,-0.00242,-0.00827,-0.00375,-0.00095,-0.00038,0.00,0.18
1035.1542,-0.04322,-0.02015,0.00682,0.00174,-0.00233,-0.00912,-0.00428,-0.00042,-0.00038,0.00,0.18
1035.2546,-0.04354,-0.02019,0.00713,0.00179,-0.00239,-0.00954,-0.00374,0.00011,-0.00144,0.00,0.18
1035.3550,-0.04438,-0.02016,0.00797,0.00132,-0.00176,-0.01066,-0.00321,0.00171,-0.00144,0.00,0.18
1035.4553,-0.04456,-0.02014,0.00816,0.00174,-0.00232,-0.01091,-0.00373,0.00224,0.00069,0.00,0.18
1035.5559,-0.04474,-0.02020,0.00835,0.00178,-0.00239,-0.01116,-0.00267,0.00436,-0.00250,0.00,0.18
