timestamp_s,cam_pitch_rad,cam_yaw_rad,laser_pitch_rad,laser_yaw_rad,laser_dx_m,laser_dy_m,imu_omega_x_rad_s,imu_omega_y_rad_s,imu_omega_z_rad_s,throttle_pitch,throttle_yaw,setpoint_laser_dx_m,setpoint_laser_dy_m,cam_setpoint_pitch_rad,cam_setpoint_yaw_rad,cam_offset_pitch_rad,cam_offset_yaw_rad,mode_slew,dist_cm,omega_des_pitch_rad_s,omega_des_yaw_rad_s,kp_pitch,ki_pitch,kd_pitch,kp_yaw,ki_yaw,kd_yaw,error_sum_pitch,error_sum_yaw,omega1_act_rad_s,omega2_act_rad_s,u_ff_pitch,u_ff_yaw,u_fb_pitch,u_fb_yaw,e_pitch_rad,e_yaw_rad,Omega1_des_rad_s,Omega2_des_rad_s,cam_valid,laser_valid,active_target_idx,pid_pitch_on,pid_yaw_on,ff_pitch_on,ff_yaw_on
1935.3953,-0.01325,-0.01414,0.01562,0.00286,-0.00502,-0.02737,-0.02665,0.00241,-0.00154,0.10,0.27,0.00000,0.00000,-0.00000,0.00000,0.02887,0.01700,0,175.308,0.00000,0.00000,7.0000,7.0000,1.0000,5.0000,3.0000,1.0000,-0.07734,-0.08818,83.50414,316.13511,0.00000,0.00000,-0.64828,-0.27732,-0.01562,-0.00286,0.00000,0.00000,1,1,0,1,1,1,1
1935.4964,-0.01328,-0.01423,0.01563,0.00301,-0.00528,-0.02742,-0.02184,0.01357,0.00005,0.10,0.27,0.00000,0.00000,-0.00000,0.00000,0.02891,0.01725,0,175.468,0.00000,0.00000,7.0000,7.0000,1.0000,5.0000,3.0000,1.0000,-0.07734,-0.08848,83.96837,316.26241,0.00000,0.00000,-0.63719,-0.28056,-0.01563,-0.00301,0.00000,0.00000,1,1,0,1,1,1,1
1935.5973,-0.01239,-0.01427,0.01430,0.00309,-0.00542,-0.02509,-0.01224,0.02366,-0.00527,0.10,0.27,0.00000,0.00000,-0.00000,0.00000,0.02669,0.01736,0,175.443,0.00000,0.00000,7.0000,7.0000,1.0000,5.0000,3.0000,1.0000,-0.07734,-0.08879,83.94033,312.08391,0.00000,0.00000,-0.61784,-0.27655,-0.01430,-0.00309,0.00000,0.00000,1,1,0,1,1,1,1
1935.6978,-0.00991,-0.01404,0.01226,0.00292,-0.00513,-0.02150,-0.00319,0.03108,-0.00313,0.10,0.27,0.00000,0.00000,-0.00000,0.00000,0.02217,0.01696,0,175.379,0.00000,0.00000,7.0000,7.0000,1.0000,5.0000,3.0000,1.0000,-0.07734,-0.08909,83.93360,317.57318,0.00000,0.00000,-0.59612,-0.27875,-0.01226,-0.00292,0.00000,0.00000,1,1,0,1,1,1,1
1935.7983,-0.00625,-0.01373,0.00857,0.00277,-0.00485,-0.01500,0.00957,0.03371,-0.00419,0.10,0.27,0.00000,0.00000,-0.00000,0.00000,0.01482,0.01650,0,175.067,0.00000,0.00000,7.0000,7.0000,1.0000,5.0000,3.0000,1.0000,-0.07734,-0.08936,83.68542,313.79840,0.00000,0.00000,-0.56766,-0.27774,-0.00857,-0.00277,0.00000,0.00000,1,1,0,1,1,1,1
1935.9006,-0.00228,-0.01358,0.00459,0.00270,-0.00473,-0.00804,0.02180,0.03208,-0.00525,0.10,0.27,0.00000,0.00000,-0.00000,0.00000,0.00686,0.01628,0,175.212,0.00000,0.00000,7.0000,7.0000,1.0000,5.0000,3.0000,1.0000,-0.07734,-0.08963,83.73673,316.85251,0.00000,0.00000,-0.54140,-0.27714,-0.00459,-0.00270,0.00000,0.00000,1,1,0,1,1,1,1
1936.0021,0.00179,-0.01326,0.00051,0.00249,-0.00436,-0.00089,0.02869,0.02780,-0.00472,0.10,0.27,0.00000,0.00000,-0.00000,0.00000,-0.00128,0.01575,0,175.043,0.00000,0.00000,7.0000,7.0000,1.0000,5.0000,3.0000,1.0000,-0.07734,-0.08988,83.33469,317.18841,0.00000,0.00000,-0.51714,-0.27738,-0.00051,-0.00249,0.00000,0.00000,1,1,0,1,1,1,1
1936.1026,0.00450,-0.01280,-0.00221,0.00212,-0.00371,0.00388,0.03398,0.01820,-0.00365,0.10,0.27,0.00000,0.00000,-0.00000,0.00000,-0.00672,0.01491,0,175.285,0.00000,0.00000,7.0000,7.0000,1.0000,5.0000,3.0000,1.0000,-0.07712,-0.09009,83.36896,317.38068,0.00000,0.00000,-0.50614,-0.27721,0.00221,-0.00212,0.00000,0.00000,1,1,0,1,1,1,1
1936.2041,0.00712,-0.01221,-0.00485,0.00162,-0.00284,0.00851,0.03713,0.00807,-0.00258,0.10,0.27,0.00000,0.00000,-0.00000,0.00000,-0.01197,0.01383,0,175.333,0.00000,0.00000,7.0000,7.0000,1.0000,5.0000,3.0000,1.0000,-0.07663,-0.09026,83.15932,316.80458,0.00000,0.00000,-0.49439,-0.27629,0.00485,-0.00162,0.00000,0.00000,1,1,0,1,1,1,1
1936.3045,0.00817,-0.01214,-0.00589,0.00162,-0.00283,0.01031,0.03124,-0.00576,-0.00045,0.10,0.27,0.00000,0.00000,-0.00000,0.00000,-0.01406,0.01376,0,175.072,0.00000,0.00000,7.0000,7.0000,1.0000,5.0000,3.0000,1.0000,-0.07604,-0.09042,83.52856,317.81413,0.00000,0.00000,-0.49684,-0.27890,0.00589,-0.00162,0.00000,0.00000,1,1,0,1,1,1,1
