timestamp_s,cam_pitch_rad,cam_yaw_rad,laser_pitch_rad,laser_yaw_rad,laser_dx_m,laser_dy_m,imu_omega_x_rad_s,imu_omega_y_rad_s,imu_omega_z_rad_s,throttle_pitch,throttle_yaw,setpoint_laser_dx_m,setpoint_laser_dy_m,cam_setpoint_pitch_rad,cam_setpoint_yaw_rad,cam_offset_pitch_rad,cam_offset_yaw_rad,mode_slew,dist_cm,omega_des_pitch_rad_s,omega_des_yaw_rad_s,kp_pitch,ki_pitch,kd_pitch,kp_yaw,ki_yaw,kd_yaw,error_sum_pitch,error_sum_yaw,omega1_act_rad_s,omega2_act_rad_s,u_ff_pitch,u_ff_yaw,u_fb_pitch,u_fb_yaw,e_pitch_rad,e_yaw_rad,Omega1_des_rad_s,Omega2_des_rad_s,cam_valid,laser_valid,active_target_idx,pid_pitch_on,pid_yaw_on,ff_pitch_on,ff_yaw_on
705.1824,0.00245,0.01352,-0.00242,0.00605,-0.01233,0.00492,0.00513,-0.01848,-0.02704,0.59,0.50,0.06100,0.00000,-0.00000,0.02994,-0.00487,-0.00747,0,203.694,0.00000,0.00000,6.0000,4.0000,0.5000,3.0000,2.0000,1.0000,0.00920,-0.02934,771.03759,542.35523,0.00000,0.00000,0.04207,-0.04980,0.00242,0.02389,0.00000,0.00000,1,1,1,1,1,1,1
705.2837,0.00181,0.01290,-0.00212,0.00663,-0.01351,0.00432,0.00513,-0.00943,-0.02544,0.60,0.50,0.06100,0.00000,-0.00000,0.02993,-0.00394,-0.00627,0,203.793,0.00000,0.00000,6.0000,4.0000,0.5000,3.0000,2.0000,1.0000,0.00941,-0.03000,756.64563,599.76950,0.00000,0.00000,0.04567,-0.05445,0.00212,0.02330,0.00000,0.00000,1,1,1,1,1,1,1
705.3852,0.00131,0.01690,-0.00146,0.00266,-0.00542,0.00298,0.00460,-0.00943,-0.00895,0.59,0.49,0.06100,0.00000,-0.00000,0.02993,-0.00277,-0.01423,0,203.765,0.00000,0.00000,6.0000,4.0000,0.5000,3.0000,2.0000,1.0000,0.00956,-0.03027,759.11385,607.48190,0.00000,0.00000,0.04229,-0.05957,0.00146,0.02727,0.00000,0.00000,1,1,1,1,1,1,1
705.4856,0.00073,0.01729,-0.00113,0.00206,-0.00423,0.00230,0.00460,-0.00252,-0.01587,0.59,0.50,0.06100,0.00000,-0.00000,0.02979,-0.00185,-0.01522,0,204.749,0.00000,0.00000,6.0000,4.0000,0.5000,3.0000,2.0000,1.0000,0.00967,-0.03048,750.14151,595.73199,0.00000,0.00000,0.04418,-0.05128,0.00113,0.02772,0.00000,0.00000,1,1,1,1,1,1,1
705.5860,0.00066,0.01777,-0.00088,0.00172,-0.00349,0.00179,0.00300,-0.00464,-0.01054,0.59,0.49,0.06100,0.00000,-0.00000,0.02996,-0.00153,-0.01606,0,203.587,0.00000,0.00000,6.0000,4.0000,0.5000,3.0000,2.0000,1.0000,0.00976,-0.03065,757.64926,609.18997,0.00000,0.00000,0.04199,-0.05590,0.00088,0.02824,0.00000,0.00000,1,1,1,1,1,1,1
705.6863,0.00098,0.01844,nan,nan,nan,nan,0.00141,-0.00092,-0.01267,0.59,0.59,0.06100,0.00000,-0.00000,0.02984,-0.00153,-0.01606,0,204.387,0.00000,0.00000,6.0000,4.0000,0.5000,3.0000,2.0000,1.0000,0.00982,-0.02790,756.82791,601.43441,0.00000,0.00000,0.04211,0.03924,0.00055,0.02746,0.00000,0.00000,1,0,1,1,1,1,1
705.7870,0.00094,0.01870,-0.00068,0.00072,-0.00148,0.00138,-0.00444,0.00227,0.05065,0.59,0.44,0.06100,0.00000,-0.00000,0.02985,-0.00161,-0.01798,0,204.346,0.00000,0.00000,6.0000,4.0000,0.5000,3.0000,2.0000,1.0000,0.00988,-0.02797,755.00905,707.88478,0.00000,0.00000,0.04473,-0.10877,0.00068,0.02912,0.00000,0.00000,1,1,1,1,1,1,1
705.8873,0.00176,0.01534,-0.00183,0.00414,-0.00843,0.00373,0.00354,-0.00677,-0.03608,0.60,0.52,0.06100,0.00000,-0.00000,0.02991,-0.00359,-0.01120,0,203.925,0.00000,0.00000,6.0000,4.0000,0.5000,3.0000,2.0000,1.0000,0.01007,-0.02839,767.55257,549.22948,0.00000,0.00000,0.04786,-0.03310,0.00183,0.02577,0.00000,0.00000,1,1,1,1,1,1,1
705.9876,0.00181,0.01472,-0.00228,0.00468,-0.00957,0.00466,-0.00285,-0.00784,-0.00416,0.60,0.48,0.06100,0.00000,-0.00000,0.02986,-0.00409,-0.01003,0,204.254,0.00000,0.00000,6.0000,4.0000,0.5000,3.0000,2.0000,1.0000,0.01029,-0.02886,767.83396,624.57110,0.00000,0.00000,0.05096,-0.06761,0.00228,0.02517,0.00000,0.00000,1,1,1,1,1,1,1
706.0895,0.00186,0.01581,-0.00190,0.00358,-0.00732,0.00389,-0.00338,-0.01209,-0.01639,0.60,0.50,0.06100,0.00000,-0.00000,0.02981,-0.00376,-0.01223,0,204.574,0.00000,0.00000,6.0000,4.0000,0.5000,3.0000,2.0000,1.0000,0.01048,-0.02922,761.78289,584.97210,0.00000,0.00000,0.04731,-0.05278,0.00190,0.02623,0.00000,0.00000,1,1,1,1,1,1,1
706.1900,0.00169,0.01649,nan,nan,nan,nan,-0.00604,-0.01102,-0.00894,0.60,0.58,0.06100,0.00000,-0.00000,0.02993,-0.00376,-0.01223,0,203.791,0.00000,0.00000,6.0000,4.0000,0.5000,3.0000,2.0000,1.0000,0.01069,-0.02665,761.04473,604.15243,0.00000,0.00000,0.04965,0.03266,0.00207,0.02567,0.00000,0.00000,1,0,1,1,1,1,1
706.2908,0.00167,0.01680,nan,nan,nan,nan,-0.01295,-0.00304,0.05172,0.60,0.53,0.06100,0.00000,-0.00000,0.02984,-0.00376,-0.01223,0,204.387,0.00000,0.00000,6.0000,4.0000,0.5000,3.0000,2.0000,1.0000,0.01090,-0.02412,758.28932,695.96647,0.00000,0.00000,0.05461,-0.02416,0.00209,0.02527,0.00000,0.00000,1,0,1,1,1,1,1
706.3916,0.00171,0.01340,-0.00208,0.00608,-0.01242,0.00425,-0.00763,-0.01315,0.02830,0.60,0.45,0.06100,0.00000,-0.00000,0.02984,-0.00379,-0.00733,0,204.397,0.00000,0.00000,6.0000,4.0000,0.5000,3.0000,2.0000,1.0000,0.01111,-0.02473,776.46877,652.86630,0.00000,0.00000,0.05033,-0.09599,0.00208,0.02376,0.00000,0.00000,1,1,1,1,1,1,1
706.4922,0.00147,0.00770,-0.00160,0.01178,-0.02406,0.00328,-0.00284,-0.00942,-0.02757,0.60,0.49,0.06100,0.00000,-0.00000,0.02986,-0.00307,0.00408,0,204.212,0.00000,0.00000,6.0000,4.0000,0.5000,3.0000,2.0000,1.0000,0.01127,-0.02591,771.98493,560.54825,0.00000,0.00000,0.04999,-0.05959,0.00160,0.01808,0.00000,0.00000,1,1,1,1,1,1,1
706.5948,0.00109,0.00872,-0.00132,0.01026,-0.02098,0.00269,-0.00391,-0.00676,-0.01958,0.60,0.48,0.06100,0.00000,-0.00000,0.02984,-0.00241,0.00154,0,204.354,0.00000,0.00000,6.0000,4.0000,0.5000,3.0000,2.0000,1.0000,0.01140,-0.02693,769.62093,593.31306,0.00000,0.00000,0.05011,-0.06508,0.00132,0.01958,0.00000,0.00000,1,1,1,1,1,1,1
706.6950,0.00120,0.00969,-0.00101,0.00972,-0.01990,0.00206,-0.00337,-0.00570,-0.00947,0.60,0.47,0.06100,0.00000,-0.00000,0.02978,-0.00220,0.00003,0,204.783,0.00000,0.00000,6.0000,4.0000,0.5000,3.0000,2.0000,1.0000,0.01150,-0.02791,769.90385,597.03395,0.00000,0.00000,0.04919,-0.07549,0.00101,0.02006,0.00000,0.00000,1,1,1,1,1,1,1
706.7954,0.00169,0.01021,-0.00157,0.00928,-0.01896,0.00320,-0.00284,-0.00037,-0.02383,0.61,0.49,0.06100,0.00000,-0.00000,0.02984,-0.00325,-0.00093,0,204.363,0.00000,0.00000,6.0000,4.0000,0.5000,3.0000,2.0000,1.0000,0.01166,-0.02883,775.22336,576.12189,0.00000,0.00000,0.05584,-0.06168,0.00157,0.02056,0.00000,0.00000,1,1,1,1,1,1,1
706.8963,0.00223,0.01164,-0.00228,0.00748,-0.01521,0.00465,-0.00443,-0.00516,-0.01159,0.61,0.48,0.06100,0.00000,-0.00000,0.02997,-0.00451,-0.00417,0,203.517,0.00000,0.00000,6.0000,4.0000,0.5000,3.0000,2.0000,1.0000,0.01189,-0.02958,779.55153,599.99860,0.00000,0.00000,0.05866,-0.07000,0.00228,0.02249,0.00000,0.00000,1,1,1,1,1,1,1
