timestamp_s,cam_pitch_rad,cam_yaw_rad,laser_pitch_rad,laser_yaw_rad,laser_dx_m,laser_dy_m,imu_omega_x_rad_s,imu_omega_y_rad_s,imu_omega_z_rad_s,throttle_pitch,throttle_yaw,setpoint_laser_dx_m,setpoint_laser_dy_m,cam_setpoint_pitch_rad,cam_setpoint_yaw_rad,cam_offset_pitch_rad,cam_offset_yaw_rad,mode_slew,dist_cm,omega_des_pitch_rad_s,omega_des_yaw_rad_s,kp_pitch,ki_pitch,kd_pitch,kp_yaw,ki_yaw,kd_yaw,error_sum_pitch,error_sum_yaw,omega1_act_rad_s,omega2_act_rad_s,u_ff_pitch,u_ff_yaw,u_fb_pitch,u_fb_yaw,e_pitch_rad,e_yaw_rad,Omega1_des_rad_s,Omega2_des_rad_s,cam_valid,laser_valid,active_target_idx,pid_pitch_on,pid_yaw_on,ff_pitch_on,ff_yaw_on
613.7332,0.00745,-0.26525,nan,nan,nan,nan,-0.00087,-0.00073,0.00059,0.00,0.00,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0,181.323,0.00000,0.00000,7.0000,7.0000,1.0000,5.0000,4.0000,1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00745,0.26525,0.00000,0.00000,1,0,0,1,1,1,1
613.8339,0.00746,-0.26522,nan,nan,nan,nan,-0.00140,-0.00073,0.00059,0.00,0.00,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0,181.406,0.00000,0.00000,7.0000,7.0000,1.0000,5.0000,4.0000,1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00746,0.26522,0.00000,0.00000,1,0,0,1,1,1,1
613.9342,0.00753,-0.26516,nan,nan,nan,nan,-0.00140,-0.00126,0.00165,0.00,0.00,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0,181.281,0.00000,0.00000,7.0000,7.0000,1.0000,5.0000,4.0000,1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00753,0.26516,0.00000,0.00000,1,0,0,1,1,1,1
614.0355,0.00753,-0.26516,nan,nan,nan,nan,-0.00140,-0.00126,0.00218,0.00,0.00,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0,181.281,0.00000,0.00000,7.0000,7.0000,1.0000,5.0000,4.0000,1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00753,0.26516,0.00000,0.00000,1,0,0,1,1,1,1
614.1402,0.00753,-0.26516,nan,nan,nan,nan,-0.00140,-0.00126,0.00165,0.00,0.00,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0,181.281,0.00000,0.00000,7.0000,7.0000,1.0000,5.0000,4.0000,1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00753,0.26516,0.00000,0.00000,1,0,0,1,1,1,1
614.2406,0.00741,-0.26521,nan,nan,nan,nan,-0.00087,-0.00179,0.00059,0.00,0.00,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0,181.234,0.00000,0.00000,7.0000,7.0000,1.0000,5.0000,4.0000,1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00741,0.26521,0.00000,0.00000,1,0,0,1,1,1,1
614.3443,0.00746,-0.26522,nan,nan,nan,nan,-0.00087,-0.00072,0.00165,0.00,0.00,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0,181.406,0.00000,0.00000,7.0000,7.0000,1.0000,5.0000,4.0000,1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00746,0.26522,0.00000,0.00000,1,0,0,1,1,1,1
614.4446,0.00753,-0.26516,nan,nan,nan,nan,-0.00140,-0.00019,0.00271,0.00,0.00,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0,181.281,0.00000,0.00000,7.0000,7.0000,1.0000,5.0000,4.0000,1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00753,0.26516,0.00000,0.00000,1,0,0,1,1,1,1
614.5452,0.00746,-0.26522,nan,nan,nan,nan,-0.00140,-0.00125,0.00164,0.00,0.00,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0,181.406,0.00000,0.00000,7.0000,7.0000,1.0000,5.0000,4.0000,1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00746,0.26522,0.00000,0.00000,1,0,0,1,1,1,1
614.6455,0.00741,-0.26521,nan,nan,nan,nan,-0.00139,-0.00125,0.00164,0.00,0.00,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0,181.234,0.00000,0.00000,7.0000,7.0000,1.0000,5.0000,4.0000,1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00741,0.26521,0.00000,0.00000,1,0,0,1,1,1,1
