timestamp_s,cam_pitch_rad,cam_yaw_rad,laser_pitch_rad,laser_yaw_rad,laser_dx_m,laser_dy_m,imu_omega_x_rad_s,imu_omega_y_rad_s,imu_omega_z_rad_s,throttle_pitch,throttle_yaw,setpoint_laser_dx_m,setpoint_laser_dy_m,cam_setpoint_pitch_rad,cam_setpoint_yaw_rad,cam_offset_pitch_rad,cam_offset_yaw_rad,mode_slew,dist_cm,omega_des_pitch_rad_s,omega_des_yaw_rad_s,kp_pitch,ki_pitch,kd_pitch,kp_yaw,ki_yaw,kd_yaw,error_sum_pitch,error_sum_yaw,omega1_act_rad_s,omega2_act_rad_s,u_ff_pitch,u_ff_yaw,u_fb_pitch,u_fb_yaw,e_pitch_rad,e_yaw_rad,Omega1_des_rad_s,Omega2_des_rad_s,cam_valid,laser_valid,active_target_idx,pid_pitch_on,pid_yaw_on,ff_pitch_on,ff_yaw_on
925.3361,0.00218,-0.02467,-0.00031,0.01394,-0.02503,0.00055,-0.01127,0.02492,-0.02102,0.00,0.00,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0,179.641,0.00000,0.00000,7.0000,7.0000,1.5000,5.0000,4.0000,1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00031,-0.01394,0.00000,0.00000,1,1,0,1,1,0,0
925.4364,0.00363,-0.02393,-0.00173,0.01321,-0.02376,0.00311,0.00788,-0.00968,-0.02100,0.00,0.00,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0,179.878,0.00000,0.00000,7.0000,7.0000,1.5000,5.0000,4.0000,1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00173,-0.01321,0.00000,0.00000,1,1,0,1,1,0,0
925.5367,0.00357,-0.02219,-0.00170,0.01147,-0.02057,0.00304,-0.00330,0.00045,0.01465,0.00,0.00,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0,179.366,0.00000,0.00000,7.0000,7.0000,1.5000,5.0000,4.0000,1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00170,-0.01147,0.00000,0.00000,1,1,0,1,1,0,0
925.6380,0.00204,-0.02374,-0.00012,0.01299,-0.02338,0.00022,-0.01499,0.01267,0.01516,0.00,0.00,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0,179.979,0.00000,0.00000,7.0000,7.0000,1.5000,5.0000,4.0000,1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00012,-0.01299,0.00000,0.00000,1,1,0,1,1,0,0
925.7402,0.00291,-0.02651,-0.00097,0.01577,-0.02832,0.00175,-0.01232,-0.01340,-0.00080,0.00,0.00,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0,179.589,0.00000,0.00000,7.0000,7.0000,1.5000,5.0000,4.0000,1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00097,-0.01577,0.00000,0.00000,1,1,0,1,1,0,0
925.8404,0.00156,-0.02711,0.00032,0.01636,-0.02939,-0.00057,-0.01922,0.02810,-0.02314,0.00,0.00,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0,179.683,0.00000,0.00000,7.0000,7.0000,1.5000,5.0000,4.0000,1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00032,-0.01636,0.00000,0.00000,1,1,0,1,1,0,0
925.9441,0.00362,-0.02561,-0.00181,0.01488,-0.02665,0.00324,0.00154,0.00626,-0.02471,0.00,0.00,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0,179.121,0.00000,0.00000,7.0000,7.0000,1.5000,5.0000,4.0000,1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00181,-0.01488,0.00000,0.00000,1,1,0,1,1,0,0
926.0444,0.00380,-0.02383,-0.00194,0.01266,-0.02278,0.00348,-0.00378,-0.00172,-0.00288,0.00,0.00,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0,179.921,0.00000,0.00000,7.0000,7.0000,1.5000,5.0000,4.0000,1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00194,-0.01266,0.00000,0.00000,1,1,0,1,1,0,0
926.1483,0.00351,-0.02398,-0.00165,0.01324,-0.02372,0.00296,-0.01175,0.00732,-0.00129,0.00,0.00,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0,179.240,0.00000,0.00000,7.0000,7.0000,1.5000,5.0000,4.0000,1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00165,-0.01324,0.00000,0.00000,1,1,0,1,1,0,0
926.2487,0.00356,-0.02451,-0.00168,0.01377,-0.02478,0.00301,0.00102,0.02061,-0.03372,0.00,0.00,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0,179.989,0.00000,0.00000,7.0000,7.0000,1.5000,5.0000,4.0000,1.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00168,-0.01377,0.00000,0.00000,1,1,0,1,1,0,0
